project_name,location_x,location_map,location_y,location_match
Suntrust Capitol Plaza,"Quezon City, Metro Manila","Central, Quezon City, Metro Manila","Central, Quezon City",True
Suntrust Parkview,,,"Ermita, Manila",False
Suntrust Shanata,"Quezon City, Metro Manila","Talipapa, Quezon City, Metro Manila",,True
Suntrust Solana,"Manila, Metro Manila","Ermita, Manila, Metro Manila","Ermita, Manila",True
Swire Elan Suites,"San Juan, Metro Manila","Greenhills, San Juan, Metro Manila","Greenhills, San Juan",True
Sycamore Tower Dansalan Gardens,"Mandaluyong, Metro Manila","Malamig, Mandaluyong, Metro Manila",,True
THE AVANT AT THE FORT,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila","Bagong Tanyag, Taguig",True
THE CELANDINE,"Quezon City, Metro Manila","Balingasa, Quezon City, Metro Manila","Balingasa, Quezon City",True
THE COLONADE RESIDENCES,"Makati, Metro Manila","Bangkal, Makati, Metro Manila",,True
THE COLUMNS LEGAZPI VILLAGE,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila","Legazpi Village, Makati",True
THE GRAND MIDORI MAKATI,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila","Legazpi Village, Makati",True
THE GRAND MIDORI MAKATI,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila","San Lorenzo, Makati",True
THE SHANG GRAND TOWER,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila","Legazpi Village, Makati",True
The A.Venue Suites,"Makati, Metro Manila","Bangkal, Makati, Metro Manila",,True
The Address at Wack Wack,,,"Wack-Wack Greenhills, Mandaluyong",False
The Albany,,,"Taguig, Metro Manila",False
The Alpha Suites,,,"San Antonio, Makati",False
The Amaryllis,"Quezon City, Metro Manila","Mariana, Quezon City, Metro Manila","Gilmore, Quezon City",True
The Amaryllis,"Quezon City, Metro Manila","Mariana, Quezon City, Metro Manila","Mariana, Quezon City",True
The Amvel Mansions,,,"San Dionisio, Parañaque",False
The Arton,"Quezon City, Metro Manila","Loyola Heights, Quezon City, Metro Manila","Loyola Heights, Quezon City",True
The Arton by Rockwell,,,"Loyola Heights, Quezon City",False
The Arton by Rockwell,,,"Katipunan, Quezon City",False
The Arton by Rockwell,,,"Aurora, Quezon City",False
The Aston At Two Serendra,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila","Bagong Tanyag, Taguig",True
The Aston Place,,,"Malate, Manila",False
The Aston Place,,,"San Isidro, Pasay",False
The Atherton,"Parañaque, Metro Manila","San Antonio, Parañaque, Metro Manila","San Antonio, Parañaque",True
The Avenue Residences,"Quezon City, Metro Manila","Talipapa, Quezon City, Metro Manila",,True
The Balmori Suites,,,"Makati, Metro Manila",False
The Beacon,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Bangkal, Makati",True
The Beacon,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Legazpi Village, Makati",True
The Beacon,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","San Lorenzo, Makati",True
The Beaufort,,,"Fort Bonifacio, Taguig",False
The Belize Tower at Two Serendra,,,"Fort Bonifacio, Taguig",False
The Bellagio,,,"Fort Bonifacio, Taguig",False
The Bellagio 2,"Taguig, Metro Manila","Pinagsama, Taguig, Metro Manila","Pinagsama, Taguig",True
The Bellagio 3,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
The Birchwood,"Taguig, Metro Manila","Ususan, Taguig, Metro Manila","Taguig, Metro Manila",True
The Bonifacio Residences,"Mandaluyong, Metro Manila","Addition Hills, Mandaluyong, Metro Manila",,True
The Calinea Tower,,,"Grace Park East, Caloocan",False
The Camden Place,,,"Malate, Manila",False
The Camden Place,,,"Central Manila, Manila",False
The Capital,"Quezon City, Metro Manila","E. Rodriguez, Quezon City, Metro Manila","Kalusugan, Quezon City",True
The Capital Towers,"Quezon City, Metro Manila","Kalusugan, Quezon City, Metro Manila",,True
The Columns,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Bangkal, Makati",True
The Columns At Legaspi Village,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila","Legazpi Village, Makati",True
The Columns Ayala Avenue,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Bel-Air, Makati",True
The Columns Legaspi Village,"Makati, Metro Manila","Bangkal, Makati, Metro Manila",,True
The Connor at Greenhhills,"San Juan, Metro Manila","Little Baguio, San Juan, Metro Manila",,True
The Connor at Greenhills,,,"Greenhills, San Juan",False
The Connor at Greenhills,,,"Pasadeña, San Juan",False
The Courtyard at the Pacific Residences,"Las Piñas, Metro Manila","Salawag, Dasmariñas, Cavite",,False
The Crestmont,Metro Manila,"South Triangle, Quezon City, Metro Manila","Diliman, Quezon City",True
The Crestmont,Metro Manila,"South Triangle, Quezon City, Metro Manila","South Triangle, Quezon City",True
The Crestmont,Metro Manila,"South Triangle, Quezon City, Metro Manila","Panay Avenue, Quezon City",True
The Currency,"Pasig, Metro Manila","San Antonio, Pasig, Metro Manila",,True
The Currency - Commercial and Office Units for Sale,"Pasig, Metro Manila","San Antonio, Pasig, Metro Manila",,True
The Ellis,,,"Bel-Air, Makati",False
The Encino at Two Serendra,,,"Fort Bonifacio, Taguig",False
The Erin Heights,,,"Matandang Balara, Quezon City",False
The Estate Makati,,,"Urdaneta, Makati",False
The Eton Residences Greenbelt,,,"Legazpi Village, Makati",False
The Fifth Avenue Place,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
The Florence,"Taguig, Metro Manila","McKinley Hill, Taguig, Metro Manila","McKinley Hill, Taguig",True
The Florence,"Taguig, Metro Manila","McKinley Hill, Taguig, Metro Manila","Taguig, Metro Manila",True
The Florence Residence,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila","Bagong Tanyag, Taguig",True
The Forbes Hall,"Manila, Metro Manila","Manila, Metro Manila",,True
The Fort Residences,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
The Frabella I,,,"Legazpi Village, Makati",False
The Gentry Residences,,,"Bel-Air, Makati",False
The Gramercy Residences,"Makati, Metro Manila","Poblacion, Makati, Metro Manila","Makati, Metro Manila",True
The Gramercy Residences,"Makati, Metro Manila","Poblacion, Makati, Metro Manila","Poblacion, Makati",True
The Grand Eastwood Palazzo,,,"Eastwood City, Quezon City",False
The Grand Hamptons,,,"Fort Bonifacio, Taguig",False
The Grand Midori Ortigas,"Pasig, Metro Manila","San Antonio, Pasig, Metro Manila",,True
The Grand Quartier,Metro Manila,"Tugatog, Malabon, Metro Manila","Zambal, Tagaytay",True
The Grand Quartier,Metro Manila,"Tugatog, Malabon, Metro Manila","Iruhin East, Tagaytay",True
The Grand Towers Manila,"Manila, Metro Manila","Malate, Manila, Metro Manila","Malate, Manila",True
The Grove,"Pasig, Metro Manila","Ugong, Pasig, Metro Manila","Rockwell, Makati",True
The Hermosa,"Las Piñas, Metro Manila","Pulang Lupa Uno, Las Piñas, Metro Manila","Las Piñas, Metro Manila",True
The Hotel Residences at Acqua,,,"Hulo, Mandaluyong",False
The Icon,"Manila, Metro Manila","Tondo, Manila, Metro Manila",,True
The Icon Residences,,,"Fort Bonifacio, Taguig",False
The Imperium at Capitol Commons,"Pasig, Metro Manila","Oranbo, Pasig, Metro Manila",,True
The Infinity,"Taguig, Metro Manila","Pinagsama, Taguig, Metro Manila",,True
The Infinity BGC,,,"Fort Bonifacio, Taguig",False
The Infinity Tower,"Taguig, Metro Manila","Pinagsama, Taguig, Metro Manila","Pinagsama, Taguig",True
The Larsen Tower at East Bay Residences,"Muntinlupa, Metro Manila","Sucat, Muntinlupa, Metro Manila","Sucat, Muntinlupa",True
The Lattice at Parklinks,"Pasig, Metro Manila","Ugong Norte, Quezon City, Metro Manila","Ugong Norte, Quezon City",False
The Lerato,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Bel-Air, Makati",True
The Lerato,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Makati Avenue, Makati",True
The Levels,"Muntinlupa, Metro Manila","Alabang, Muntinlupa, Metro Manila","Muntinlupa, Metro Manila",True
The Levels,"Muntinlupa, Metro Manila","Alabang, Muntinlupa, Metro Manila","Alabang, Muntinlupa",True
The Linear,"Makati, Metro Manila","San Antonio, Makati, Metro Manila","San Antonio, Makati",True
The Magnolia Residences,"Quezon City, Metro Manila","Kaunlaran, Quezon City, Metro Manila","Horseshoe, Quezon City",True
The Magnolia Residences,"Quezon City, Metro Manila","Kaunlaran, Quezon City, Metro Manila","New Manila, Quezon City",True
The Magnolia Residences,"Quezon City, Metro Manila","Kaunlaran, Quezon City, Metro Manila","Kaunlaran, Quezon City",True
"The Magnolia residences – Tower A, B, and C","Quezon City, Metro Manila","Kaunlaran, Quezon City, Metro Manila","Horseshoe, Quezon City",True
The Magnolia residences – Tower D,"Quezon City, Metro Manila","Kaunlaran, Quezon City, Metro Manila","Aurora, Quezon City",True
The Makati Tuscany,,,"Ayala Avenue, Makati",False
The Manansala,,,"Makati, Metro Manila",False
The Manansala,,,"Rockwell, Makati",False
The Manila Residences,"Manila, Metro Manila","Malate, Manila, Metro Manila","Malate, Manila",True
The Manila Residences Bocobo,"Manila, Metro Manila","Ermita, Manila, Metro Manila",,True
The Manila Residences Tower I,"Manila, Metro Manila","Malate, Manila, Metro Manila",,True
The Manila Residences Tower II,"Manila, Metro Manila","Malate, Manila, Metro Manila","Malate, Manila",True
The Manors at Celebrity Place,"Quezon City, Metro Manila","Ramon Magsaysay, Quezon City, Metro Manila",,True
The Manors at North Belton Communities,"Quezon City, Metro Manila","Tondo, Manila, Metro Manila",,False
The Meranti at Two Serendra,,,"Fort Bonifacio, Taguig",False
The Meranti at Two Serendra,,,"McKinley Hill, Taguig",False
The Milano Residences,"Makati, Metro Manila","Poblacion, Makati, Metro Manila","San Miguel Village, Makati",True
The Mondrian Residences,,,"Alabang, Muntinlupa",False
The Montane,,,"Fort Bonifacio, Taguig",False
The Nobel Plaza,,,"Bel-Air, Makati",False
The Observatory,,,"Buayang Bato, Mandaluyong",False
The Observatory,,,"Barangka Ilaya, Mandaluyong",False
The Olive Place,"Mandaluyong, Metro Manila","Plainview, Mandaluyong, Metro Manila",,True
The Orabella,"Quezon City, Metro Manila","Pasong Tamo, Quezon City, Metro Manila","Pasong Tamo, Quezon City",True
The Oriana,,,"Marilag, Quezon City",False
The Oriana,,,"Project 4, Quezon City",False
The Oriental Place,,,"Pio Del Pilar, Makati",False
The Paddington Place,,,"Shaw Boulevard, Mandaluyong",False
The Paddington Place,,,"Highway Hills, Mandaluyong",False
The Palm Tree,"Pasay, Metro Manila","Barangay 183, Pasay, Metro Manila",,True
The Palm Tree 2,"Pasay, Metro Manila","Malate, Manila, Metro Manila","Malate, Manila",False
The Palmtree at NewPort City,"Pasay, Metro Manila","Malate, Manila, Metro Manila",,False
The Parkside Villa,"Pasay, Metro Manila","Malate, Manila, Metro Manila",,False
The Parkside Villas,"Pasay, Metro Manila","Barangay 183, Pasay, Metro Manila","Newport City, Pasay",True
The Peak Tower,,,"Bel-Air, Makati",False
The Pearl Place,"Pasig, Metro Manila","Metro Manila, Pasig",,False
The Proscenium,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Bangkal, Makati",True
The Proscenium,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Poblacion, Makati",True
The Proscenium,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Guadalupe Viejo, Makati",True
The Proscenium,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Rockwell, Makati",True
The Proscenium,"Makati, Metro Manila","Bangkal, Makati, Metro Manila","Makati, Metro Manila",True
The Proscenium at Rockwell,"Makati, Metro Manila","Poblacion, Makati, Metro Manila","Makati, Metro Manila",True
The Radiance Manila Bay,"Pasay, Metro Manila","Barangay 3, Pasay, Metro Manila","Pasay, Metro Manila",True
The Radiance Manila Bay – North Tower,"Pasay, Metro Manila","Barangay 2, Pasay, Metro Manila",,True
The Radiance Manila Bay – South Tower,"Pasay, Metro Manila","Barangay 2, Pasay, Metro Manila","Pasay, Metro Manila",True
The Residences at Bonifacio Civic Center,"Taguig, Metro Manila","BGC, Taguig, Metro Manila",,True
The Residences at Bonifacio Civic Center Tower,,,"Fort Bonifacio, Taguig",False
The Residences at Commonwealth,,,"Matandang Balara, Quezon City",False
The Residences at Commonwealth,,,"Oranbo, Pasig",False
The Residences at Commonwealth Quezon City,"Quezon City, Metro Manila","Batasan Hills, Quezon City, Metro Manila","Matandang Balara, Quezon City",True
The Residences at Greenbelt,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila","Legazpi Village, Makati",True
The Residences at Greenbelt,"Makati, Metro Manila","San Lorenzo, Makati, Metro Manila","Makati, Metro Manila",True
The Residences at The Westin Manila Sonata Place,"Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong",True
The Residential Resort At Newport City,"Pasay, Metro Manila","Malate, Manila, Metro Manila","Newport City, Pasay",False
The Rise Makati,"Makati, Metro Manila","San Antonio, Makati, Metro Manila","San Antonio, Makati",True
The Rise Makati,"Makati, Metro Manila","San Antonio, Makati, Metro Manila","Makati Avenue, Makati",True
The Rise Makati By Shangrila,"Makati, Metro Manila","San Antonio, Makati, Metro Manila","San Antonio, Makati",True
The Ritz Tower,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Bel-Air, Makati",True
The Ritz Tower,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Urdaneta, Makati",True
The Rochester,"Pasig, Metro Manila","San Joaquin, Pasig, Metro Manila",,True
The Royalton,"Pasig, Metro Manila","Oranbo, Pasig, Metro Manila",,True
The Royalton at Capitol Commons,"Pasig, Metro Manila","Oranbo, Pasig, Metro Manila",,True
The Saint Francis Shangri-la Place,"Mandaluyong, Metro Manila","Highway Hills, Mandaluyong, Metro Manila",,True
The Salcedo Park,,,"Bel-Air, Makati",False
The Salcedo Park,,,"Salcedo Village, Makati",False
The Salcedo Park Condominum,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Bel-Air, Makati",True
The Sandstone at Portico,"Pasig, Metro Manila","Oranbo, Pasig, Metro Manila",,True
The Sapphire Bloc  – South Tower,"Pasig, Metro Manila","San Antonio, Pasig, Metro Manila",,True
The Sapphire Bloc – East Tower,"Pasig, Metro Manila","San Antonio, Pasig, Metro Manila",,True
The Seasons Residences,,,"Fort Bonifacio, Taguig",False
The Signature,"Quezon City, Metro Manila","Pag-Ibig Sa Nayon, Quezon City, Metro Manila",,True
The Spectrum,"Pasig, Metro Manila","Wack-Wack Greenhills, Mandaluyong, Metro Manila",,False
The St. Francis Shangri-La Place,"Mandaluyong, Metro Manila","Addition Hills, Mandaluyong, Metro Manila","Mandaluyong, Metro Manila",True
The Steps - Quezon City,,,"Matalahib, Quezon City",False
The Suites at One Bonifacio High Street,"Taguig, Metro Manila","Pinagsama, Taguig, Metro Manila","Pinagsama, Taguig",True
The Symphony Towers,"Quezon City, Metro Manila","Binagbag, Agdangan, Quezon",,False
The TREVI TOWERS,Metro Manila,"Tugatog, Malabon, Metro Manila",,True
The Trion Towers,,,"Makati, Metro Manila",False
The Trion Towers,,,"Manila, Metro Manila",False
The Trion Towers,,,"Fort Bonifacio, Taguig",False
The Trion Towers,,,"McKinley Hill, Taguig",False
The Trion Towers I,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
The Trion Towers II,"Taguig, Metro Manila","BGC, Taguig, Metro Manila",,True
The Trion Towers III,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
The Velaris Residences,Metro Manila,"Manggahan, Pasig, Metro Manila","Ugong Norte, Quezon City",True
The Venice,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila",,True
The Venice Luxury Residences,"Taguig, Metro Manila","McKinley Hill, Taguig, Metro Manila","McKinley Hill, Taguig",True
The Venice Luxury Residences,"Taguig, Metro Manila","McKinley Hill, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
The Veranda BGC,,,"Highway Hills, Mandaluyong",False
The Veranda BGC,,,"Taguig, Metro Manila",False
The Versailles Cove,,,"Don Bosco, Parañaque",False
The Viceroy,"Manila, Metro Manila","McKinley Hill, Taguig, Metro Manila","McKinley Hill, Taguig",False
The Viceroy Residences,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila","Bagong Tanyag, Taguig",True
The Xavier Hills,,,"New Manila, Quezon City",False
The barons place,"San Juan, Metro Manila","Balong-Bato, San Juan, Metro Manila",,True
Three Adriatico Place,"Manila, Metro Manila","Ermita, Manila, Metro Manila",,True
Three Central,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Bel-Air, Makati",True
Three Central,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Makati, Metro Manila",True
Three Salcedo Place,,,"Bel-Air, Makati",False
Tiffany Mansion,,,"Greenhills, San Juan",False
Time Square West,,,"Fort Bonifacio, Taguig",False
Times Square West,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
Tivoli Garden Residences,"Mandaluyong, Metro Manila","Hulo, Mandaluyong, Metro Manila","Makati, Metro Manila",True
Tivoli Garden Residences,"Mandaluyong, Metro Manila","Hulo, Mandaluyong, Metro Manila","Hulo, Mandaluyong",True
Tivoli Garden Residences,"Mandaluyong, Metro Manila","Hulo, Mandaluyong, Metro Manila","Mandaluyong, Metro Manila",True
Tivoli Gardens Residences,"Mandaluyong, Metro Manila","Addition Hills, Mandaluyong, Metro Manila","Mandaluyong, Metro Manila",True
Torre Central,"Manila, Metro Manila","Manila, Metro Manila",,True
Torre De Florencia,,,"Grace Park West, Caloocan",False
Torre De Florencia,,,"Monumento, Caloocan",False
Torre De Manila,"Manila, Metro Manila","Ermita, Manila, Metro Manila","Ermita, Manila",True
Torre De Manila,"Manila, Metro Manila","Ermita, Manila, Metro Manila","Manila, Metro Manila",True
Torre Lorenzo Central,,,"Sampaloc, Manila",False
Torre Lorenzo Loyola,"Quezon City, Metro Manila","Loyola Heights, Quezon City, Metro Manila","Loyola Heights, Quezon City",True
Torre Lorenzo Malate,"Manila, Metro Manila","Malate, Manila, Metro Manila",,True
Torre Lorenzo Sur,,,"Zapote, Las Piñas",False
Trees Residences,"Quezon City, Metro Manila","Kaligayahan, Quezon City, Metro Manila","Kaligayahan, Quezon City",True
Trees Residences,"Quezon City, Metro Manila","Kaligayahan, Quezon City, Metro Manila","Novaliches, Quezon City",True
Trees Residences,"Quezon City, Metro Manila","Kaligayahan, Quezon City, Metro Manila","San Bartolome, Quezon City",True
Tres Palmas,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila","Bagong Tanyag, Taguig",True
Tribeca Private Residences,"Manila, Metro Manila","Tondo, Manila, Metro Manila",,True
Tropical Palms,,,"Legazpi Village, Makati",False
Trump Tower,,,"Makati, Metro Manila",False
Trump Tower Manila,"Quezon City, Metro Manila","Metro Manila, Quezon City",,False
Trump Towers,"Makati, Metro Manila","Poblacion, Makati, Metro Manila",,True
Tuscany Private Estate,"Taguig, Metro Manila","McKinley Hill, Taguig, Metro Manila","Pinagsama, Taguig",True
Tuscany Private Estate,"Taguig, Metro Manila","McKinley Hill, Taguig, Metro Manila","McKinley Hill, Taguig",True
Tuscany Private Estates,,,"Pinagsama, Taguig",False
Tuscany Private Estates,,,"McKinley Hill, Taguig",False
Twelve Luxury Flats,,,"Little Baguio, San Juan",False
Twin Oaks Place,"Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong, Metro Manila","Highway Hills, Mandaluyong",True
Twin Oaks Place,"Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong, Metro Manila","Shaw Boulevard, Mandaluyong",True
Twin Residences,,,"Talon Tres, Las Piñas",False
Twin Residences,,,"Talon Uno, Las Piñas",False
Twin Towers,,,"Urdaneta, Makati",False
Two Adriatico Place,"Manila, Metro Manila","Quiapo, Manila, Metro Manila","Ermita, Manila",True
Two Adriatico Place,"Manila, Metro Manila","Quiapo, Manila, Metro Manila","Quiapo, Manila",True
Two Central,"Makati, Metro Manila","Bel-Air, Makati, Metro Manila","Bel-Air, Makati",True
Two Lafayette Square,,,"Bel-Air, Makati",False
Two Maridien,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
Two Palm Tree Villas,,,"Newport City, Pasay",False
Two Premier,,,"Almanza Uno, Las Piñas",False
Two Roxas Triangle,Metro Manila,"Urdaneta, Makati, Metro Manila","Urdaneta, Makati",True
Two Salcedo Place,,,"Bel-Air, Makati",False
Two Serendra,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
Two Serendra,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Taguig, Metro Manila",True
University Tower,"Makati, Metro Manila","Bangkal, Makati, Metro Manila",,True
University Tower España,,,"Sampaloc, Manila",False
University Tower P. Noval,,,"Sampaloc, Manila",False
Uptown Arts Residence,,,"Fort Bonifacio, Taguig",False
Uptown Parksuites,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
Uptown Ritz Residence,,,"Fort Bonifacio, Taguig",False
Uptown Ritz Residence,,,"Pinagsama, Taguig",False
Urban Deca Homes Campville,,,"Cupang, Muntinlupa",False
Urban Deca Homes Manila,,,"Manila, Metro Manila",False
Urban Deca Homes Manila,,,"Tondo, Manila",False
Urban Oasis,,,"Matandang Balara, Quezon City",False
Valencia Hills,"Quezon City, Metro Manila","Valencia, Quezon City, Metro Manila","New Manila, Quezon City",True
Valencia Hills,"Quezon City, Metro Manila","Valencia, Quezon City, Metro Manila","Valencia, Quezon City",True
Venice Luxury Residences,"Manila, Metro Manila","McKinley Hill, Taguig, Metro Manila","McKinley Hill, Taguig",False
Venice Luxury Residences,"Manila, Metro Manila","McKinley Hill, Taguig, Metro Manila","Fort Bonifacio, Taguig",False
Verano Greenhills,,,"Greenhills, San Juan",False
Verawood Residences,"Taguig, Metro Manila","Bambang, Taguig, Metro Manila","San Miguel, Taguig",True
Verde De Pasadena,,,"Pasadeña, San Juan",False
Verde Spatial,"Quezon City, Metro Manila","Commonwealth, Quezon City, Metro Manila","Commonwealth, Quezon City",True
Verve Residences,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
Viceroy,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila","Pinagsama, Taguig",True
Viceroy Residences,"Taguig, Metro Manila","Bagong Tanyag, Taguig, Metro Manila",,True
Victoria De Manila 2,"Manila, Metro Manila","Malate, Manila, Metro Manila",,True
Victoria Sports Tower,"Quezon City, Metro Manila","South Triangle, Quezon City, Metro Manila","Diliman, Quezon City",True
Victoria Towers,"Quezon City, Metro Manila","Paligsahan, Quezon City, Metro Manila","Diliman, Quezon City",True
Victoria de Makati,"Makati, Metro Manila","Pio Del Pilar, Makati, Metro Manila","Pio Del Pilar, Makati",True
Victoria de Malate,"Manila, Metro Manila","Malate, Manila, Metro Manila",,True
Victoria de Manila,"Manila, Metro Manila","Malate, Manila, Metro Manila","Malate, Manila",True
Victoria de Manila,"Manila, Metro Manila","Malate, Manila, Metro Manila","Taft, Manila",True
Victoria de Morato,"Quezon City, Metro Manila","Ramon Magsaysay, Quezon City, Metro Manila","Ramon Magsaysay, Quezon City",True
Viento at Cerca,"Muntinlupa, Metro Manila","Almanza Dos, Las Piñas, Metro Manila","Zapote, Las Piñas",False
Viento at Cerca,"Muntinlupa, Metro Manila","Almanza Dos, Las Piñas, Metro Manila","Almanza Uno, Las Piñas",False
Viento at Cerca,"Muntinlupa, Metro Manila","Almanza Dos, Las Piñas, Metro Manila","Almanza Dos, Las Piñas",False
Viento at Cerca,"Muntinlupa, Metro Manila","Almanza Dos, Las Piñas, Metro Manila","Ayala Alabang, Muntinlupa",False
Viento at Cerca,"Muntinlupa, Metro Manila","Almanza Dos, Las Piñas, Metro Manila","Makati, Metro Manila",False
Viento at Cerca,"Muntinlupa, Metro Manila","Almanza Dos, Las Piñas, Metro Manila","Alabang, Muntinlupa",False
Viera Residences,"Quezon City, Metro Manila","Obrero, Quezon City, Metro Manila","Obrero, Quezon City",True
Vimana Verde Residences,"Pasig, Metro Manila","Oranbo, Pasig, Metro Manila",,True
Vine Residences,"Quezon City, Metro Manila","San Bartolome, Quezon City, Metro Manila","Gulod, Quezon City",True
Vine Residences,"Quezon City, Metro Manila","San Bartolome, Quezon City, Metro Manila","Novaliches, Quezon City",True
Vine Residences,"Quezon City, Metro Manila","San Bartolome, Quezon City, Metro Manila","San Bartolome, Quezon City",True
Vinia Residences,"Quezon City, Metro Manila","Phil-Am, Quezon City, Metro Manila","Phil-Am, Quezon City",True
Vion Tower,,,"Magallanes, Makati",False
Viridian in Greenhills,"San Juan, Metro Manila","Greenhills, San Juan, Metro Manila","Greenhills, San Juan",True
Vista 309 Katipunan,"Quezon City, Metro Manila","Loyola Heights, Quezon City, Metro Manila","Loyola Heights, Quezon City",True
Vista GL Taft,,,"Ermita, Manila",False
Vista Pointe,,,"Katipunan, Quezon City",False
Vista Pointe Katipunan,,,"Loyola Heights, Quezon City",False
Vista Recto,,,"Quiapo, Manila",False
Vista Shaw,"Mandaluyong, Metro Manila","Addition Hills, Mandaluyong, Metro Manila","Mandaluyong, Metro Manila",True
Vista Shaw,"Mandaluyong, Metro Manila","Addition Hills, Mandaluyong, Metro Manila","Wack-Wack Greenhills, Mandaluyong",True
Vista Shaw,"Mandaluyong, Metro Manila","Addition Hills, Mandaluyong, Metro Manila","Shaw Boulevard, Mandaluyong",True
Vista Taft,"Manila, Metro Manila","Malate, Manila, Metro Manila","Manila, Metro Manila",True
Vivaldi Residences,"Quezon City, Metro Manila","Ramon Magsaysay, Quezon City, Metro Manila","Cubao, Quezon City",True
Vivaldi Residences - Cubao,"Quezon City, Metro Manila","Socorro, Quezon City, Metro Manila","Cubao, Quezon City",True
Vivant Flats,"Muntinlupa, Metro Manila","Alabang, Muntinlupa, Metro Manila","Alabang, Muntinlupa",True
Vivere Hotel & Resorts,,,"Alabang, Muntinlupa",False
W.H. Taft Residences,"Manila, Metro Manila","Malate, Manila, Metro Manila",,True
WILL TOWER,"Quezon City, Metro Manila","Ramon Magsaysay, Quezon City, Metro Manila","Ramon Magsaysay, Quezon City",True
WOODSVILLE RESIDENCES,,,"Parañaque, Metro Manila",False
Wack Wack Twin Towers,,,"Wack-Wack Greenhills, Mandaluyong",False
Washington Tower,,,"Don Galo, Parañaque",False
West Gallery Place,"Taguig, Metro Manila","BGC, Taguig, Metro Manila","Fort Bonifacio, Taguig",True
West Parc,,,"Alabang, Muntinlupa",False
West Parc at Brentville,,,"Muntinlupa, Metro Manila",False
West of Ayala,,,"Pio Del Pilar, Makati",False
Westgate Tower,,,"Alabang, Muntinlupa",False
Windsor Mansion,"Pasig, Metro Manila","Santolan, Pasig, Metro Manila",,True
Woodsville Crest,,,"Parañaque, Metro Manila",False
Woodsville Crest,,,"Merville, Parañaque",False
Woodsville Crest 3,"Parañaque, Metro Manila","Merville, Parañaque, Metro Manila","Parañaque, Metro Manila",True
Woodsville Viverde Mansion,"Manila, Metro Manila","Tondo, Manila, Metro Manila",,True
Woodsville Viverde Mansions,"Parañaque, Metro Manila","Merville, Parañaque, Metro Manila","Parañaque, Metro Manila",True
Woodsville Viverde Mansions,"Parañaque, Metro Manila","Merville, Parañaque, Metro Manila","Merville, Parañaque",True
Xanland Place,,,"Loyola Heights, Quezon City",False
Zinnia Towers,"Quezon City, Metro Manila","Katipunan, Quezon City, Metro Manila","Quezon City, Metro Manila",True
