REGION,INSTITUTION_NAME,INSTITUTION_TYPE,PROVINCE,MUNICIPALITY_CITY,FULL_ADDRESS,cleaned_query,fallback_query,lat,lon,geocode_provider,formatted_address,quality_note
13 - Nat. Capital Region,STI College-Muñoz EDSA,Private,Metro Manila,Quezon City,"STI College-Muñoz EDSA, Quezon City, Metro Manila, Philippines",sti college-munoz edsa quezon city metro manila philippines,,14.6579425,121.0192197,google,"Tango Bldg, Congressional Avenue Corner Edsa Avenue, Ramon Magsasay, Quezon City, 1105 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,STI College-Novaliches,Private,Metro Manila,Quezon City,"STI College-Novaliches, Quezon City, Metro Manila, Philippines",sti college-novaliches quezon city metro manila philippines,,14.704365,121.0367497,google,"Corner, Green Hights Subd, Quirino Hwy, Novaliches, Quezon City, 1116 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,STI College-Fairview,Private,Metro Manila,Quezon City,"STI College-Fairview, Quezon City, Metro Manila, Philippines",sti college-fairview quezon city metro manila philippines,,14.7160003,121.0614864,google,"20-d Regalado Avenue, Corner Bronx, Quezon City, 651-8511 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,STI College Pasay-EDSA,Private,Metro Manila,Manila,"STI College Pasay-EDSA, Manila, Metro Manila, Philippines",sti college pasay-edsa manila metro manila philippines,,14.5382306,120.9969267,google,"2818 P. Celle, Pasay City, 1302 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Philippine Rehabilitation Institute Foundation,Private,Metro Manila,Quezon City,"Philippine Rehabilitation Institute Foundation, Quezon City, Metro Manila, Philippines",philippine rehabilitation institute foundation quezon city metro manila philippines,,14.6285457,121.0039377,google,"56 Banawe St, Quezon City, 1114 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Immaculada Concepcion College,Private,Metro Manila,Caloocan,"Immaculada Concepcion College, Caloocan, Metro Manila, Philippines",immaculada concepcion college caloocan metro manila philippines,,14.7677178,121.0797605,google,"Immaculada Concepcion College , Soldiers Hills III, Barangay, Caloocan, 1400 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,West Bay College,Private,Metro Manila,Muntinlupa,"West Bay College, Muntinlupa, Metro Manila, Philippines",west bay college muntinlupa metro manila philippines,,14.4166628,121.0493414,google,"Ilaya, 43 Ilaya, Muntinlupa, 1770 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,System Plus Computer College-Caloocan,Private,Metro Manila,Caloocan,"System Plus Computer College-Caloocan, Caloocan, Metro Manila, Philippines",system plus computer college-caloocan caloocan metro manila philippines,"System Plus Computer College-Caloocan, Caloocan, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Saint Bernadette College of Alabang,Private,Metro Manila,Muntinlupa,"Saint Bernadette College of Alabang, Muntinlupa, Metro Manila, Philippines",saint bernadette college of alabang muntinlupa metro manila philippines,,14.4249808,121.0460145,google,"Km. 23.6 E Service Rd, Muntinlupa, 1770 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Children of Mary Immaculate College,Private,Metro Manila,Caloocan,"Children of Mary Immaculate College, Caloocan, Metro Manila, Philippines",children of mary immaculate college caloocan metro manila philippines,,14.693962,120.967662,google,"22 Maysan Rd, Valenzuela, 1440 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Informatics College-Manila,Private,Metro Manila,Manila,"Informatics College-Manila, Manila, Metro Manila, Philippines",informatics college-manila manila metro manila philippines,"Informatics College-Manila, Manila, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,The Fisher Valley College,Private,Metro Manila,Taguig,"The Fisher Valley College, Taguig, Metro Manila, Philippines",the fisher valley college taguig metro manila philippines,,14.5167439,121.0729752,google,"No. 5, M. L. Quezon Avenue, Taguig, 1630 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,La Consolacion College-Novaliches,Private,Metro Manila,Caloocan,"La Consolacion College-Novaliches, Caloocan, Metro Manila, Philippines",la consolacion college-novaliches caloocan metro manila philippines,,14.7435168,121.0275747,google,"P2VH+C24, Rd Lot 1, Caloocan, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,National Defense College,OGS,Metro Manila,Quezon City,"National Defense College, Quezon City, Metro Manila, Philippines",national defense college quezon city metro manila philippines,,14.6092947,121.0679145,google,"J359+P57, Arturo Enrile Ave, Quezon City, 1800 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Philippine Public Safety College,OGS,Metro Manila,,,metro manila philippines,,,,,,
13 - Nat. Capital Region,ABE International College of Business and Economics-Manila,Private,Metro Manila,Manila,"ABE International College of Business and Economics-Manila, Manila, Metro Manila, Philippines",abe international college of business and economics-manila manila metro manila philippines,"ABE International College of Business and Economics-Manila, Manila, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,AMA Computer College-Caloocan,Private,Metro Manila,Caloocan,"AMA Computer College-Caloocan, Caloocan, Metro Manila, Philippines",ama computer college-caloocan caloocan metro manila philippines,,14.6576626,120.9775632,google,"Caimito Road, MX5H+328, Samson Rd, Caloocan, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,AMA Computer College-Fairview,Private,Metro Manila,Quezon City,"AMA Computer College-Fairview, Quezon City, Metro Manila, Philippines",ama computer college-fairview quezon city metro manila philippines,,14.7202823,121.0614798,google,"Lot 10 bll, 83 Regalado Hwy, Quezon City, 1110 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,AMA Computer College-Parañaque,Private,Metro Manila,Parañaque,"AMA Computer College-Parañaque, Parañaque, Metro Manila, Philippines",ama computer college-paranaque paranaque metro manila philippines,"AMA Computer College-Parañaque, Parañaque, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,AMA Computer College-Sta. Mesa,Private,Metro Manila,Manila,"AMA Computer College-Sta. Mesa, Manila, Metro Manila, Philippines",ama computer college-sta. mesa manila metro manila philippines,,14.6000004,121.0166702,google,"3299 Magsaysay Blvd cor. Maganda St., Sta. Mesa, Manila, Santa Mesa, Manila, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Divine Mercy College Foundation,Private,Metro Manila,Caloocan,"Divine Mercy College Foundation, Caloocan, Metro Manila, Philippines",divine mercy college foundation caloocan metro manila philippines,,14.6611807,120.9795037,google,"129 J.P. Bautista Ave, Caloocan, 1400 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Interface Computer College-Caloocan,Private,Metro Manila,Caloocan,"Interface Computer College-Caloocan, Caloocan, Metro Manila, Philippines",interface computer college-caloocan caloocan metro manila philippines,,14.651052,120.983116,google,"298 J.Teodoro, Grace Park West, Caloocan, 1406 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Our Lady of Fatima University-Quezon City,Private,Metro Manila,Quezon City,"Our Lady of Fatima University-Quezon City, Quezon City, Metro Manila, Philippines",our lady of fatima university-quezon city quezon city metro manila philippines,,14.6778026,120.9803044,google,"120 MacArthur Hwy, Valenzuela, 1440 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Our Lady of Lourdes Technological College,Private,Metro Manila,Quezon City,"Our Lady of Lourdes Technological College, Quezon City, Metro Manila, Philippines",our lady of lourdes technological college quezon city metro manila philippines,,14.7203379,121.0279378,google,"P2CH+45P, General Luis, Novaliches, Quezon City, 1125 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,St. Clare College of Caloocan,Private,Metro Manila,Caloocan,"St. Clare College of Caloocan, Caloocan, Metro Manila, Philippines",street. clare college of caloocan caloocan metro manila philippines,"St. Clare College of Caloocan, Caloocan, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,STI College-Las Piñas,Private,Metro Manila,Las Piñas,"STI College-Las Piñas, Las Piñas, Metro Manila, Philippines",sti college-las pinas las pinas metro manila philippines,,14.4499727,120.9811623,google,"STI Academic Center, Alabang-Zapote Road, corner V.Guinto, Las Piñas, 1740 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Dr. Filemon C. Aguilar Memorial College of Las Piñas,LUC,Metro Manila,Las Piñas,"Dr. Filemon C. Aguilar Memorial College of Las Piñas, Las Piñas, Metro Manila, Philippines",dr. filemon c. aguilar memorial college of las pinas las pinas metro manila philippines,,14.4388401,121.0094764,google,"Golden Gate Basketball Court, Topland Ave, Las Piñas, 1747 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Asia Graduate School of Theology,Private,Metro Manila,Quezon City,"Asia Graduate School of Theology, Quezon City, Metro Manila, Philippines",asia graduate school of theology quezon city metro manila philippines,,14.6350543,121.0384971,google,"54 Sct. Madriñan St, Diliman, Quezon City, 1103 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,AMA Computer College-Las Piñas,Private,Metro Manila,Las Piñas,"AMA Computer College-Las Piñas, Las Piñas, Metro Manila, Philippines",ama computer college-las pinas las pinas metro manila philippines,,14.4346539,121.0114715,google,"AC & Sons Building, Alabang–Zapote Rd, Las Piñas, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,AMA Computer College-Pasig City,Private,Metro Manila,Pasig,"AMA Computer College-Pasig City, Pasig, Metro Manila, Philippines",ama computer college-pasig city pasig metro manila philippines,,14.586714,121.0620028,google,"Silver Tree Bldg., One, San Miguel Ave, Ortigas Center, Pasig, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Pasig,LUC,Metro Manila,Pasig,"Pamantasan ng Lungsod ng Pasig, Pasig, Metro Manila, Philippines",pamantasan ng lungsod ng pasig pasig metro manila philippines,,14.5620941,121.07475,google,"12-B Alcalde Jose, Pasig, 1600 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Wesleyan College of Manila,Private,Metro Manila,Pasay,"Wesleyan College of Manila, Pasay, Metro Manila, Philippines",wesleyan college of manila pasay metro manila philippines,,14.56009,120.993062,google,"1706 Leveriza St, Manila, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Loral Douglas Woosley Bethany Colleges,Private,Metro Manila,Makati,"Loral Douglas Woosley Bethany Colleges, Makati, Metro Manila, Philippines",loral douglas woosley bethany colleges makati metro manila philippines,,14.5562453,121.0038723,google,"1716 Dian Street, corner Emilia, Makati City, 1235 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,STI College-Marikina,Private,Metro Manila,Marikina,"STI College-Marikina, Marikina, Metro Manila, Philippines",sti college-marikina marikina metro manila philippines,,14.650117,121.105867,google,"M424+393, 2 L. De Guzman St, Marikina, 1807 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,IETI College of Science and Technology-Marikina,Private,Metro Manila,Marikina,"IETI College of Science and Technology-Marikina, Marikina, Metro Manila, Philippines",ieti college of science and technology-marikina marikina metro manila philippines,,14.6343604,121.099728,google,"17, 1800 Lark, Marikina, 1800 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Manila Business College Foundation,Private,Metro Manila,Manila,"Manila Business College Foundation, Manila, Metro Manila, Philippines",manila business college foundation manila metro manila philippines,"Manila Business College Foundation, Manila, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Access Computer and Technical Colleges-Manila,Private,Metro Manila,Manila,"Access Computer and Technical Colleges-Manila, Manila, Metro Manila, Philippines",access computer and technical colleges-manila manila metro manila philippines,,14.5783005,121.0,google,"2nd &amp; 3rd Floor ACCESS Main Bldg., C.M. Recto cor. Quezon Blvd., Manila, Quiapo, Manila, Metropolitan Manila First District, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Criminal Justice College,Private,Metro Manila,Muntinlupa,"Criminal Justice College, Muntinlupa, Metro Manila, Philippines",criminal justice college muntinlupa metro manila philippines,,14.3802692,121.046899,google,"79 Jasmine St, Muntinlupa, 1773 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Entrepreneurs School of Asia,Private,Metro Manila,Quezon City,"Entrepreneurs School of Asia, Quezon City, Metro Manila, Philippines",entrepreneurs school of asia quezon city metro manila philippines,,14.6053247,121.0845998,google,"J34M+4RH, Obrero, Quezon City, Kalakhang Maynila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,St. Mary's College,Private,Metro Manila,Quezon City,"St. Mary's College, Quezon City, Metro Manila, Philippines",street. mary's college quezon city metro manila philippines,"St. Mary's College, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,ABE International College of Business and Accountancy-Cubao,Private,Metro Manila,Quezon City,"ABE International College of Business and Accountancy-Cubao, Quezon City, Metro Manila, Philippines",abe international college of business and accountancy-cubao quezon city metro manila philippines,"ABE International College of Business and Accountancy-Cubao, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,ABE International College of Business and Economics-Las Piñas,Private,Metro Manila,Las Piñas,"ABE International College of Business and Economics-Las Piñas, Las Piñas, Metro Manila, Philippines",abe international college of business and economics-las pinas las pinas metro manila philippines,"ABE International College of Business and Economics-Las Piñas, Las Piñas, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Development Academy of the Philippines,OGS,Metro Manila,Pasig,"Development Academy of the Philippines, Pasig, Metro Manila, Philippines",development academy of the philippines pasig metro manila philippines,,14.5789515,121.0582205,google,"DAP Building, San Miguel Ave, Ortigas Center, Pasig, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,National Christian Life College,Private,Metro Manila,Marikina,"National Christian Life College, Marikina, Metro Manila, Philippines",national christian life college marikina metro manila philippines,,14.6387731,121.0987011,google,"J3QX+F96 Paliparan Subd, 7 1st St, Marikina, 1800 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Global City Innovative College,Private,Metro Manila,Makati,"Global City Innovative College, Makati, Metro Manila, Philippines",global city innovative college makati metro manila philippines,,14.5620941,121.0428327,google,"Annex, Pet Plans Tower, 444 Epifanio de los Santos Ave, Makati City, 1211 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Southville International School and Colleges,Private,Metro Manila,Las Piñas,"Southville International School and Colleges, Las Piñas, Metro Manila, Philippines",southville international school and colleges las pinas metro manila philippines,,14.4550489,120.9950908,google,"1281 Tropical Avenue Corner Luxembourg Street, BF Homes International, Las Piñas, 1740 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Information and Communications Technology Academy,Private,Metro Manila,Makati,"Information and Communications Technology Academy, Makati, Metro Manila, Philippines",information and communications technology academy makati metro manila philippines,,14.5594796,121.0075692,google,"iACADEMY Nexus Campus, 7434 Yakal, Makati City, 1203 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Our Lady of Guadalupe Colleges,Private,Metro Manila,Mandaluyong,"Our Lady of Guadalupe Colleges, Mandaluyong, Metro Manila, Philippines",our lady of guadalupe colleges mandaluyong metro manila philippines,,14.577076,121.049644,google,"H2GX+RVJ, Sierra Madre, Mandaluyong City, 1550 Kalakhang Maynila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Access Computer and Technical Colleges-Cubao,Private,Metro Manila,Quezon City,"Access Computer and Technical Colleges-Cubao, Quezon City, Metro Manila, Philippines",access computer and technical colleges-cubao quezon city metro manila philippines,,14.6272193,121.0614647,google,"941 R-6, Quezon City, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Immaculate Heart of Mary College-Parañaque,Private,Metro Manila,Parañaque,"Immaculate Heart of Mary College-Parañaque, Parañaque, Metro Manila, Philippines",immaculate heart of mary college-paranaque paranaque metro manila philippines,,14.477009,121.0235147,google,"Dominic Savio Street Better Living Subdivision, Parañaque, 1700 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Polytechnic University of the Philippines-Quezon City Campus,SUC,Metro Manila,Quezon City,"Polytechnic University of the Philippines-Quezon City Campus, Quezon City, Metro Manila, Philippines",polytechnic university of the philippines-quezon city campus quezon city metro manila philippines,"Polytechnic University of the Philippines-Quezon City Campus, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Lyceum of Alabang,Private,Metro Manila,Muntinlupa,"Lyceum of Alabang, Muntinlupa, Metro Manila, Philippines",lyceum of alabang muntinlupa metro manila philippines,,14.3730351,121.0474079,google,"Km.30 National Road, Muntinlupa, 1773 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Rogationist Seminary College of Philosophy,Private,Metro Manila,Parañaque,"Rogationist Seminary College of Philosophy, Parañaque, Metro Manila, Philippines",rogationist seminary college of philosophy paranaque metro manila philippines,"Rogationist Seminary College of Philosophy, Parañaque, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,La Consolacion College-Pasig,Private,Metro Manila,Pasig,"La Consolacion College-Pasig, Pasig, Metro Manila, Philippines",la consolacion college-pasig pasig metro manila philippines,,14.5678288,121.0956683,google,"La Consolacion College, Frankfurt St, Pasig, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Gardner College Diliman,Private,Metro Manila,Quezon City,"Gardner College Diliman, Quezon City, Metro Manila, Philippines",gardner college diliman quezon city metro manila philippines,"Gardner College Diliman, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,ABE International Business College-Caloocan City,Private,Metro Manila,Caloocan,"ABE International Business College-Caloocan City, Caloocan, Metro Manila, Philippines",abe international business college-caloocan city caloocan metro manila philippines,,14.6568297,120.9852004,google,"328 Epifanio de los Santos Ave, Grace Park East, Caloocan, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,WCC Aeronautical & Technological College-North Manila,Private,Metro Manila,Caloocan,"WCC Aeronautical & Technological College-North Manila, Caloocan, Metro Manila, Philippines",wcc aeronautical & technological college-north manila caloocan metro manila philippines,"WCC Aeronautical & Technological College-North Manila, Caloocan, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Informatics College-Northgate,Private,Metro Manila,Muntinlupa,"Informatics College-Northgate, Muntinlupa, Metro Manila, Philippines",informatics college-northgate muntinlupa metro manila philippines,,14.4256679,121.0401267,google,"Cyberzone Filinvest Corporate, Indo-China Dr, Muntinlupa, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Valenzuela,LUC,Metro Manila,Valenzuela,"Pamantasan ng Lungsod ng Valenzuela, Valenzuela, Metro Manila, Philippines",pamantasan ng lungsod ng valenzuela valenzuela metro manila philippines,,14.6940301,120.969399,google,"MXV9+JQ6, Maysan Rd, Valenzuela, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Marie-Bernarde College,Private,Metro Manila,Quezon City,"Marie-Bernarde College, Quezon City, Metro Manila, Philippines",marie-bernarde college quezon city metro manila philippines,,14.631179,121.0078757,google,"48 Sto. Domingo Ave, Quezon City, 1114 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Mary the Queen College of Quezon City,Private,Metro Manila,Quezon City,"Mary the Queen College of Quezon City, Quezon City, Metro Manila, Philippines",mary the queen college of quezon city quezon city metro manila philippines,,14.675289,121.082422,google,"M3GJ+4X7, Dupax St, Quezon City, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,St. Bernadette of Lourdes College,Private,Metro Manila,Quezon City,"St. Bernadette of Lourdes College, Quezon City, Metro Manila, Philippines",street. bernadette of lourdes college quezon city metro manila philippines,"St. Bernadette of Lourdes College, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Flight School International,Private,Metro Manila,Parañaque,"Flight School International, Parañaque, Metro Manila, Philippines",flight school international paranaque metro manila philippines,,14.4792927,120.9980956,google,"8155, Andremar Bldg, Dr Arcadio Santos Ave, Parañaque, 1711 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Capitol Medical Center Colleges,Private,Metro Manila,Quezon City,"Capitol Medical Center Colleges, Quezon City, Metro Manila, Philippines",capitol medical center colleges quezon city metro manila philippines,,14.6270666,121.0110021,google,"4 Sto. Domingo Ave, Quezon City, 1103 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,New England College,Private,Metro Manila,Quezon City,"New England College, Quezon City, Metro Manila, Philippines",new england college quezon city metro manila philippines,,14.621921,121.00666,google,"40 Quezon Ave, Quezon City, 1113 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Universal Colleges of Parañaque,Private,Metro Manila,Parañaque,"Universal Colleges of Parañaque, Parañaque, Metro Manila, Philippines",universal colleges of paranaque paranaque metro manila philippines,,14.4749772,121.0019911,google,"8273 Dr Arcadio Santos Ave, Parañaque, 1700 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Quezon City University,LUC,Metro Manila,Quezon City,"Quezon City University, Quezon City, Metro Manila, Philippines",quezon city university quezon city metro manila philippines,,14.6999662,121.0325621,google,"673 Quirino Hwy, Novaliches, Quezon City, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Marikina,LUC,Metro Manila,Marikina,"Pamantasan ng Lungsod ng Marikina, Marikina, Metro Manila, Philippines",pamantasan ng lungsod ng marikina marikina metro manila philippines,,14.6581998,121.1063754,google,"Brazil St., Greenheights Subdivision, Marikina, 1800 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Valenzuela City Polytechnic College,LUC,Metro Manila,Valenzuela,"Valenzuela City Polytechnic College, Valenzuela, Metro Manila, Philippines",valenzuela city polytechnic college valenzuela metro manila philippines,,14.6987526,120.9951463,google,"MXXW+G32, Kamagong, Valenzuela, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,South Mansfield College,Private,Metro Manila,Muntinlupa,"South Mansfield College, Muntinlupa, Metro Manila, Philippines",south mansfield college muntinlupa metro manila philippines,,14.398727,121.043286,google,"Soldiers Hills St, Muntinlupa, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,St. John of Beverly School,Private,Metro Manila,Quezon City,"St. John of Beverly School, Quezon City, Metro Manila, Philippines",street. john of beverly school quezon city metro manila philippines,"St. John of Beverly School, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",14.7057303,121.0379877,google,"749 Quirino Hwy, Novaliches, Quezon City, 1116 Metro Manila, Philippines",FALLBACK_FULL|ROOFTOP
13 - Nat. Capital Region,Jesus Reigns Christian College Foundation,Private,Metro Manila,Manila,"Jesus Reigns Christian College Foundation, Manila, Metro Manila, Philippines",jesus reigns christian college foundation manila metro manila philippines,"Jesus Reigns Christian College Foundation, Manila, Metro Manila, Philippines, Metro Manila, Philippines",,,,,
13 - Nat. Capital Region,Villagers Montessori College,Private,Metro Manila,Quezon City,"Villagers Montessori College, Quezon City, Metro Manila, Philippines",villagers montessori college quezon city metro manila philippines,,14.672935,121.019994,google,"18 Dalsol Rd, Project 8, Quezon City, 1116 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,AMA School of Medicine,Private,Metro Manila,Makati,"AMA School of Medicine, Makati, Metro Manila, Philippines",ama school of medicine makati metro manila philippines,,14.547549,121.0127514,google,"AMA One Building 5486, South Luzon Expy, Makati City, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Enderun Colleges,Private,Metro Manila,Taguig,"Enderun Colleges, Taguig, Metro Manila, Philippines",enderun colleges taguig metro manila philippines,,14.532481,121.053044,google,"1100 Campus Avenue McKinley Hill Fort Bonifacio, Taguig, 1634 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Pateros Technological College,LUC,Metro Manila,Pateros,"Pateros Technological College, Pateros, Metro Manila, Philippines",pateros technological college pateros metro manila philippines,,14.5527031,121.0691234,google,"205 College St, Pasig, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Messiah College Foundation,Private,Metro Manila,Pasig,"Messiah College Foundation, Pasig, Metro Manila, Philippines",messiah college foundation pasig metro manila philippines,,14.5824779,121.0613688,google,"Tektite Tower West, Exchange Rd, Ortigas Center, Pasig, Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,National Polytechnic College of Science and Technology,Private,Metro Manila,Quezon City,"National Polytechnic College of Science and Technology, Quezon City, Metro Manila, Philippines",national polytechnic college of science and technology quezon city metro manila philippines,,14.7351933,121.0650352,google,"Quezon City, Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Lady of Lourdes Hospital & Colleges of Caybiga,Private,Metro Manila,Caloocan,"Lady of Lourdes Hospital & Colleges of Caybiga, Caloocan, Metro Manila, Philippines",lady of lourdes hospital & colleges of caybiga caloocan metro manila philippines,,14.7191659,121.0067088,google,"P294+MM8, Caloocan, 1420 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,College of St. Catherine,Private,Metro Manila,Quezon City,"College of St. Catherine, Quezon City, Metro Manila, Philippines",college of street. catherine quezon city metro manila philippines,"College of St. Catherine, Quezon City, Metro Manila, Philippines, Metro Manila, Philippines",14.6793992,121.0185678,google,"M2H9+QC4, Project 8, Quezon City, Metro Manila, Philippines",FALLBACK_FULL|GEOMETRIC_CENTER
13 - Nat. Capital Region,Grace Christian College,Private,Metro Manila,Quezon City,"Grace Christian College, Quezon City, Metro Manila, Philippines",grace christian college quezon city metro manila philippines,,14.6503491,121.0053073,google,"30 Grace Ave, Quezon City, 1100 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Taguig City University,LUC,Metro Manila,Taguig,"Taguig City University, Taguig, Metro Manila, Philippines",taguig city university taguig metro manila philippines,,14.490852,121.055118,google,"General Santos Ave, Taguig, 1632 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Centro Escolar University-Makati,Private,Metro Manila,Makati,"Centro Escolar University-Makati, Makati, Metro Manila, Philippines",centro escolar university-makati makati metro manila philippines,,14.5988806,120.9917563,google,"9 Mendiola St, San Miguel, Manila, 1008 Metro Manila, Philippines",CLEANED|ROOFTOP
13 - Nat. Capital Region,Philippine Cultural College,Private,Metro Manila,Quezon City,"Philippine Cultural College, Quezon City, Metro Manila, Philippines",philippine cultural college quezon city metro manila philippines,,14.6221882,121.003886,google,"46 Sen. Mariano J. Cuenco Senior St, corner D. Tuazon St, Santa Mesa Heights, Quezon City, 1114 Kalakhang Maynila, Philippines",CLEANED|GEOMETRIC_CENTER
13 - Nat. Capital Region,Diliman College,Private,Metro Manila,Quezon City,"Diliman College, Quezon City, Metro Manila, Philippines",diliman college quezon city metro manila philippines,,14.6747106,121.0820308,google,"Commonwealth Ave, Diliman, Quezon City, 1101 Metro Manila, Philippines",CLEANED|GEOMETRIC_CENTER
